       ID,grpID, flag ,       ra ,      dec ,   MagK ,     Ks ,    logK ,  Vls ,  dist , mDist , R_theta , sigmaP_dyn , sigmaP_lum ,Mv_dyn,Mv_lum,Rg_angular,Rg_dyn,R2t_dyn,R2t_lum,r2t_lum,tX_dyn,tX_lum,No_Galaxies,nest
  1002102 ,    64 ,    1 , 133.7092 , -38.5693 , -22.00 ,   9.95 , 10.1137 , 2063 , 24.58 , 23.69 , 0.00000 ,      176.5 ,       64.4 , 0.00e+00 , 5.34e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.174 ,   0.214 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1011908 , 13328 ,    1 , 133.0939 , -41.8857 , -21.78 ,  10.18 , 10.0228 , 1816 , 24.68 , 23.69 , 0.00000 ,      176.5 ,       60.9 , 0.00e+00 , 4.51e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.165 ,   0.202 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1002111 ,    64 ,    1 , 135.2092 , -39.7959 , -21.09 ,  10.83 ,  9.7461 , 1985 , 24.21 , 23.69 , 0.00000 ,      176.5 ,       52.1 , 0.00e+00 , 2.82e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.141 ,   0.173 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1002112 ,    64 ,    1 , 133.4576 , -37.0563 , -20.77 ,  11.07 ,  9.6193 , 1981 , 23.32 , 23.69 , 0.00000 ,      176.5 ,       48.7 , 0.00e+00 , 2.32e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.132 ,   0.162 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1013356 , 16565 ,    1 , 132.8514 , -40.4584 , -20.45 ,  11.15 ,  9.4920 , 1696 , 20.91 , 23.69 , 0.00000 ,      176.5 ,       45.8 , 0.00e+00 , 1.92e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.124 ,   0.152 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1002105 ,    64 ,    1 , 136.5594 , -39.8836 , -20.73 ,  11.17 ,  9.6023 , 2138 , 23.89 , 23.69 , 0.00000 ,      176.5 ,       48.3 , 0.00e+00 , 2.26e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.131 ,   0.160 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1002113 ,    64 ,    1 , 132.8115 , -37.3087 , -20.64 ,  11.21 ,  9.5692 , 1654 , 23.51 , 23.69 , 0.00000 ,      176.5 ,       47.5 , 0.00e+00 , 2.15e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.129 ,   0.158 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1002106 ,    64 ,    1 , 136.1509 , -41.5099 , -20.46 ,  11.44 ,  9.4944 , 1908 , 23.90 , 23.69 , 0.00000 ,      176.5 ,       45.8 , 0.00e+00 , 1.93e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.124 ,   0.152 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1002109 ,    64 ,    1 , 135.8131 , -41.0679 , -20.41 ,  11.51 ,  9.4778 , 1798 , 24.31 , 23.69 , 0.00000 ,      176.5 ,       45.5 , 0.00e+00 , 1.88e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.123 ,   0.151 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1002110 ,    64 ,    1 , 133.8156 , -40.0310 , -20.31 ,  11.52 ,  9.4364 , 1851 , 23.26 , 23.69 , 0.00000 ,      176.5 ,       44.6 , 0.00e+00 , 1.77e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.121 ,   0.148 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
  1002107 ,    64 ,    1 , 134.3681 , -37.8838 , -20.07 ,  11.83 ,  9.3407 , 2214 , 23.96 , 23.69 , 0.00000 ,      176.5 ,       42.7 , 0.00e+00 , 1.55e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.116 ,   0.142 , 0.00e+00 , 6.80e+16 ,          21 , 1002094
901002611 ,    -1 ,    2 ,  20.6257 , -56.0039 , -26.55 ,   4.79 , 11.9322 , 1380 , 18.50 , 18.50 , 0.03950 ,      102.0 ,      298.8 , 4.07e+12 , 5.34e+13 ,      0.731 ,  0.429 ,   0.523 ,   0.809 ,   0.991 , 1.29e+17 , 6.80e+16 ,           6 , 1002611
  1002611 ,   134 ,    1 ,  20.6409 , -56.1913 , -26.18 ,   5.05 , 11.7847 , 1433 , 17.62 , 18.50 , 0.00000 ,      102.0 ,      262.3 , 0.00e+00 , 3.61e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.711 ,   0.870 , 0.00e+00 , 6.80e+16 ,           6 , 1002611
  1002612 ,   134 ,    1 ,  20.9731 , -54.8775 , -24.63 ,   6.73 , 11.1655 , 1339 , 18.71 , 18.50 , 0.00000 ,      102.0 ,      151.9 , 0.00e+00 , 7.01e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.411 ,   0.504 , 0.00e+00 , 6.80e+16 ,           6 , 1002611
  1002613 ,   134 ,    1 ,  19.6902 , -57.1918 , -23.95 ,   7.28 , 10.8906 , 1468 , 17.58 , 18.50 , 0.00000 ,      102.0 ,      119.1 , 0.00e+00 , 3.38e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.323 ,   0.395 , 0.00e+00 , 6.80e+16 ,           6 , 1002611
  1007031 ,  3856 ,    1 ,  20.4931 , -54.7682 , -22.14 ,   9.35 , 10.1667 , 1248 , 19.83 , 18.50 , 0.00000 ,      102.0 ,       66.7 , 0.00e+00 , 5.92e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.181 ,   0.221 , 0.00e+00 , 6.80e+16 ,           6 , 1002611
  1002614 ,   134 ,    1 ,  21.9401 , -55.7721 , -20.81 ,  10.43 ,  9.6354 , 1511 , 17.67 , 18.50 , 0.00000 ,      102.0 ,       49.1 , 0.00e+00 , 2.37e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.133 ,   0.163 , 0.00e+00 , 6.80e+16 ,           6 , 1002611
  1007032 ,  3856 ,    1 ,  20.5009 , -53.7417 , -20.47 ,  10.99 ,  9.4992 , 1280 , 19.60 , 18.50 , 0.00000 ,      102.0 ,       45.9 , 0.00e+00 , 1.94e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.124 ,   0.152 , 0.00e+00 , 6.80e+16 ,           6 , 1002611
901002598 ,    -1 ,    2 ,  58.7859 , -16.7245 , -26.52 ,   3.36 , 11.9208 ,  711 ,  9.45 ,  9.45 , 0.08266 ,      251.2 ,      295.8 , 3.62e+13 , 5.18e+13 ,      0.782 ,  0.628 ,   0.767 ,   0.801 ,   0.981 , 7.66e+16 , 6.80e+16 ,          15 , 1002598
  1002598 ,   131 ,    1 ,  57.3113 , -16.8574 , -25.69 ,   3.02 , 11.5884 ,  499 ,  5.52 ,  9.45 , 0.00000 ,      251.2 ,      220.6 , 0.00e+00 , 2.15e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.598 ,   0.732 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1002599 ,   131 ,    1 ,  60.6584 , -15.9183 , -25.01 ,   3.82 , 11.3149 ,  623 ,  5.82 ,  9.45 , 0.00000 ,      251.2 ,      173.3 , 0.00e+00 , 1.04e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.469 ,   0.575 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1002600 ,   131 ,    1 ,  59.4346 , -19.4651 , -24.08 ,   4.58 , 10.9436 ,  741 ,  5.39 ,  9.45 , 0.00000 ,      251.2 ,      124.9 , 0.00e+00 , 3.89e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.338 ,   0.414 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1002601 ,   131 ,    1 ,  63.4821 , -17.5102 , -23.52 ,   5.14 , 10.7208 ,  491 ,  5.41 ,  9.45 , 0.00000 ,      251.2 ,      102.6 , 0.00e+00 , 2.16e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.278 ,   0.340 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1002603 ,   131 ,    1 ,  57.8701 , -18.0482 , -21.55 ,   7.11 ,  9.9338 ,  163 ,  5.41 ,  9.45 , 0.00000 ,      251.2 ,       57.8 , 0.00e+00 , 3.85e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.156 ,   0.192 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1002604 ,   131 ,    1 ,  58.2399 , -13.3976 , -21.10 ,   7.70 ,  9.7510 ,  350 ,  5.74 ,  9.45 , 0.00000 ,      251.2 ,       52.2 , 0.00e+00 , 2.84e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.141 ,   0.173 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1006006 ,  2350 ,    1 ,  57.9554 , -17.2086 , -22.53 ,   8.14 , 10.3246 ,  990 , 13.63 ,  9.45 , 0.00000 ,      251.2 ,       74.3 , 0.00e+00 , 8.21e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.201 ,   0.247 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1006007 ,  2350 ,    1 ,  58.4284 , -18.7327 , -22.23 ,   8.44 , 10.2026 ,  942 , 13.62 ,  9.45 , 0.00000 ,      251.2 ,       68.3 , 0.00e+00 , 6.36e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.185 ,   0.226 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1009837 ,  9062 ,    1 ,  55.4128 , -19.8346 , -22.01 ,   8.44 , 10.1144 ,  702 , 12.30 ,  9.45 , 0.00000 ,      251.2 ,       64.4 , 0.00e+00 , 5.35e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.175 ,   0.214 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1002605 ,   131 ,    1 ,  58.5250 , -15.5557 , -20.38 ,   8.50 ,  9.4627 ,  815 ,  5.96 ,  9.45 , 0.00000 ,      251.2 ,       45.1 , 0.00e+00 , 1.84e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.122 ,   0.150 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1002606 ,   131 ,    1 ,  55.4588 , -20.2569 , -20.03 ,   8.60 ,  9.3233 ,  641 ,  5.31 ,  9.45 , 0.00000 ,      251.2 ,       42.3 , 0.00e+00 , 1.52e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.115 ,   0.140 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1008873 ,  7206 ,    1 ,  61.5192 , -13.4262 , -22.25 ,   8.73 , 10.2108 ,  943 , 15.69 ,  9.45 , 0.00000 ,      251.2 ,       68.6 , 0.00e+00 , 6.47e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.186 ,   0.228 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1013783 , 17629 ,    1 ,  58.8702 , -14.5244 , -20.67 ,   9.70 ,  9.5801 , 1097 , 11.87 ,  9.45 , 0.00000 ,      251.2 ,       47.8 , 0.00e+00 , 2.18e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.129 ,   0.159 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1012362 , 14274 ,    1 ,  61.2466 , -13.0078 , -21.03 ,   9.89 ,  9.7242 ,  888 , 15.26 ,  9.45 , 0.00000 ,      251.2 ,       51.5 , 0.00e+00 , 2.72e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.139 ,   0.171 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
  1012847 , 15335 ,    1 ,  58.2679 , -12.9666 , -20.79 ,  10.08 ,  9.6269 ,  780 , 14.90 ,  9.45 , 0.00000 ,      251.2 ,       48.9 , 0.00e+00 , 2.34e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.133 ,   0.162 , 0.00e+00 , 6.80e+16 ,          15 , 1002598
901002436 ,    -1 ,    2 ,  55.0931 , -10.7209 , -26.44 ,   4.32 , 11.8893 , 1069 , 14.23 , 14.23 , 0.04926 ,       67.9 ,      287.7 , 2.58e+12 , 4.76e+13 ,      0.701 ,  0.613 ,   0.748 ,   0.779 ,   0.954 , 2.76e+17 , 6.80e+16 ,          13 , 1002436
  1002436 ,   103 ,    1 ,  54.9182 , -10.6838 , -26.08 ,   4.67 , 11.7458 ,  999 , 14.13 , 14.23 , 0.00000 ,       67.9 ,      253.5 , 0.00e+00 , 3.26e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.687 ,   0.841 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1005631 ,  1903 ,    1 ,  57.3167 , -11.5999 , -24.27 ,   6.29 , 11.0197 , 1199 , 12.96 , 14.23 , 0.00000 ,       67.9 ,      133.5 , 0.00e+00 , 4.76e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.362 ,   0.443 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1002438 ,   103 ,    1 ,  54.0912 , -10.1938 , -22.93 ,   7.76 , 10.4822 , 1129 , 13.69 , 14.23 , 0.00000 ,       67.9 ,       83.7 , 0.00e+00 , 1.17e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.227 ,   0.278 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1009611 ,  8612 ,    1 ,  53.5535 ,  -9.5985 , -22.47 ,   8.45 , 10.3001 , 1036 , 15.27 , 14.23 , 0.00000 ,       67.9 ,       73.0 , 0.00e+00 , 7.78e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.198 ,   0.242 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1002439 ,   103 ,    1 ,  52.8909 , -10.4443 , -22.15 ,   8.48 , 10.1712 , 1071 , 13.34 , 14.23 , 0.00000 ,       67.9 ,       66.9 , 0.00e+00 , 5.98e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.181 ,   0.222 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1008670 ,  6786 ,    1 ,  53.3638 , -10.1255 , -21.80 ,   8.51 , 10.0333 , 1034 , 11.54 , 14.23 , 0.00000 ,       67.9 ,       61.3 , 0.00e+00 , 4.60e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.166 ,   0.203 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1002440 ,   103 ,    1 ,  55.0818 , -12.1579 , -21.87 ,   9.02 , 10.0590 , 1101 , 15.03 , 14.23 , 0.00000 ,       67.9 ,       62.2 , 0.00e+00 , 4.82e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.169 ,   0.206 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1002444 ,   103 ,    1 ,  53.6284 ,  -9.9229 , -21.28 ,   9.46 ,  9.8226 , 1015 , 14.07 , 14.23 , 0.00000 ,       67.9 ,       54.3 , 0.00e+00 , 3.19e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.147 ,   0.180 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1002443 ,   103 ,    1 ,  53.9178 ,  -9.6392 , -21.14 ,   9.56 ,  9.7670 , 1067 , 13.81 , 14.23 , 0.00000 ,       67.9 ,       52.6 , 0.00e+00 , 2.92e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.143 ,   0.175 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1002441 ,   103 ,    1 ,  55.2210 ,  -8.0883 , -20.95 ,   9.79 ,  9.6937 ,  945 , 14.06 , 14.23 , 0.00000 ,       67.9 ,       50.6 , 0.00e+00 , 2.60e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.137 ,   0.168 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1002445 ,   103 ,    1 ,  55.9177 , -11.6929 , -20.54 ,  10.27 ,  9.5279 , 1045 , 14.55 , 14.23 , 0.00000 ,       67.9 ,       46.6 , 0.00e+00 , 2.02e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.126 ,   0.155 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1012261 , 14061 ,    1 ,  56.4163 ,  -8.7643 , -20.44 ,  10.54 ,  9.4872 , 1101 , 15.67 , 14.23 , 0.00000 ,       67.9 ,       45.7 , 0.00e+00 , 1.91e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.124 ,   0.152 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
  1006894 ,  3625 ,    1 ,  55.0369 ,  -7.8993 , -20.04 ,  11.09 ,  9.3289 , 1151 , 16.86 , 14.23 , 0.00000 ,       67.9 ,       42.4 , 0.00e+00 , 1.53e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.115 ,   0.141 , 0.00e+00 , 6.80e+16 ,          13 , 1002436
901003737 ,    -1 ,    2 , 174.6629 ,  -5.9350 , -26.09 ,   5.88 , 11.7496 , 1733 , 24.79 , 24.79 , 0.02591 ,       84.6 ,      254.3 , 2.86e+12 , 3.29e+13 ,      0.642 ,  0.438 ,   0.535 ,   0.689 ,   0.844 , 1.59e+17 , 6.80e+16 ,           6 , 1003737
  1003737 ,   460 ,    1 , 174.7079 ,  -6.0866 , -25.35 ,   6.61 , 11.4521 , 1624 , 24.69 , 24.79 , 0.00000 ,       84.6 ,      195.6 , 0.00e+00 , 1.50e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.530 ,   0.649 , 0.00e+00 , 6.80e+16 ,           6 , 1003737
  1003738 ,   460 ,    1 , 174.6504 ,  -5.7622 , -25.20 ,   6.77 , 11.3915 , 1656 , 24.81 , 24.79 , 0.00000 ,       84.6 ,      185.4 , 0.00e+00 , 1.27e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.502 ,   0.615 , 0.00e+00 , 6.80e+16 ,           6 , 1003737
  1003739 ,   460 ,    1 , 174.6099 ,  -6.0992 , -22.49 ,   9.47 , 10.3079 , 1825 , 24.66 , 24.79 , 0.00000 ,       84.6 ,       73.4 , 0.00e+00 , 7.92e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.199 ,   0.244 , 0.00e+00 , 6.80e+16 ,           6 , 1003737
  1003741 ,   460 ,    1 , 174.6560 ,  -5.7370 , -20.93 ,  11.05 ,  9.6827 , 1846 , 24.87 , 24.79 , 0.00000 ,       84.6 ,       50.3 , 0.00e+00 , 2.55e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.136 ,   0.167 , 0.00e+00 , 6.80e+16 ,           6 , 1003737
  1011385 , 12221 ,    1 , 173.3867 ,  -5.1671 , -20.75 ,  11.21 ,  9.6128 , 1739 , 24.73 , 24.79 , 0.00000 ,       84.6 ,       48.6 , 0.00e+00 , 2.29e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.132 ,   0.161 , 0.00e+00 , 6.80e+16 ,           6 , 1003737
  1003740 ,   460 ,    1 , 173.5927 ,  -6.1386 , -20.43 ,  11.55 ,  9.4852 , 1708 , 24.95 , 24.79 , 0.00000 ,       84.6 ,       45.6 , 0.00e+00 , 1.90e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.124 ,   0.151 , 0.00e+00 , 6.80e+16 ,           6 , 1003737
901003082 ,    -1 ,    2 ,  74.8688 , -44.5207 , -26.07 ,   4.54 , 11.7408 ,  899 , 13.28 , 13.28 , 0.05645 ,      206.7 ,      252.4 , 2.77e+13 , 3.21e+13 ,      0.750 ,  0.709 ,   0.866 ,   0.684 ,   0.837 , 1.05e+17 , 6.80e+16 ,           5 , 1003082
  1003082 ,   243 ,    1 ,  74.8891 , -44.4358 , -26.03 ,   4.20 , 11.7231 ,  807 , 11.09 , 13.28 , 0.00000 ,      206.7 ,      248.4 , 0.00e+00 , 3.07e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.673 ,   0.824 , 0.00e+00 , 6.80e+16 ,           5 , 1003082
  1003084 ,   243 ,    1 ,  74.9018 , -45.9443 , -20.98 ,   9.24 ,  9.7035 ,  958 , 11.08 , 13.28 , 0.00000 ,      206.7 ,       50.9 , 0.00e+00 , 2.64e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.138 ,   0.169 , 0.00e+00 , 6.80e+16 ,           5 , 1003082
  1013740 , 17505 ,    1 ,  78.6629 , -46.2842 , -20.84 ,   9.57 ,  9.6465 ,  768 , 12.07 , 13.28 , 0.00000 ,      206.7 ,       49.4 , 0.00e+00 , 2.41e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.134 ,   0.164 , 0.00e+00 , 6.80e+16 ,           5 , 1003082
  1008621 ,  6684 ,    1 ,  72.1150 , -46.5811 , -21.69 ,   9.77 ,  9.9876 , 1271 , 19.55 , 13.28 , 0.00000 ,      206.7 ,       59.6 , 0.00e+00 , 4.24e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.161 ,   0.198 , 0.00e+00 , 6.80e+16 ,           5 , 1003082
  1011727 , 12966 ,    1 ,  79.4078 , -44.6008 , -20.35 ,  10.16 ,  9.4502 ,  692 , 12.62 , 13.28 , 0.00000 ,      206.7 ,       44.9 , 0.00e+00 , 1.81e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.122 ,   0.149 , 0.00e+00 , 6.80e+16 ,           5 , 1003082
901002784 ,    -1 ,    2 , 287.9104 , -18.0912 , -26.14 ,   4.14 , 11.7678 ,  897 , 11.38 , 11.38 , 0.11580 ,      416.9 ,      258.4 , 1.52e+14 , 3.45e+13 ,      1.318 ,  0.959 ,   1.172 ,   0.700 ,   0.857 , 7.05e+16 , 6.80e+16 ,          18 , 1002784
  1002784 ,   170 ,    1 , 287.2732 , -18.1484 , -25.55 ,   1.63 , 11.5303 ,  315 ,  2.72 , 11.38 , 0.00000 ,      416.9 ,      209.6 , 0.00e+00 , 1.84e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.568 ,   0.695 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1002785 ,   170 ,    1 , 286.6714 , -17.5652 , -24.50 ,   2.42 , 11.1132 ,  240 ,  2.43 , 11.38 , 0.00000 ,      416.9 ,      145.0 , 0.00e+00 , 6.10e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.393 ,   0.481 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1002791 ,   170 ,    1 , 286.3979 , -21.3693 , -21.39 ,   5.61 ,  9.8667 ,  703 ,  2.51 , 11.38 , 0.00000 ,      416.9 ,       55.6 , 0.00e+00 , 3.44e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.151 ,   0.184 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1002788 ,   170 ,    1 , 284.0262 , -17.0886 , -21.00 ,   6.05 ,  9.7115 ,  816 ,  2.57 , 11.38 , 0.00000 ,      416.9 ,       51.1 , 0.00e+00 , 2.67e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.138 ,   0.170 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1002793 ,   170 ,    1 , 286.5402 , -18.8645 , -20.81 ,   6.34 ,  9.6350 ,  976 ,  2.69 , 11.38 , 0.00000 ,      416.9 ,       49.1 , 0.00e+00 , 2.37e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.133 ,   0.163 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1002789 ,   170 ,    1 , 287.1823 , -15.5530 , -21.03 ,   6.54 ,  9.7228 ,  431 ,  3.26 , 11.38 , 0.00000 ,      416.9 ,       51.4 , 0.00e+00 , 2.72e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.139 ,   0.171 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1002794 ,   170 ,    1 , 291.1188 , -13.1041 , -20.54 ,   6.78 ,  9.5263 ,  250 ,  2.90 , 11.38 , 0.00000 ,      416.9 ,       46.5 , 0.00e+00 , 2.02e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.126 ,   0.154 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1002795 ,   170 ,    1 , 288.2046 , -18.5064 , -20.28 ,   6.88 ,  9.4241 ,  770 ,  2.70 , 11.38 , 0.00000 ,      416.9 ,       44.3 , 0.00e+00 , 1.74e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.120 ,   0.147 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1012500 , 14576 ,    1 , 290.2339 , -23.4988 , -20.66 ,   7.58 ,  9.5760 ,  577 ,  4.44 , 11.38 , 0.00000 ,      416.9 ,       47.7 , 0.00e+00 , 2.17e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.129 ,   0.158 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1007344 ,  4390 ,    1 , 294.6282 , -18.3735 , -22.59 ,   8.09 , 10.3486 ,  884 , 13.71 , 11.38 , 0.00000 ,      416.9 ,       75.6 , 0.00e+00 , 8.65e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.205 ,   0.251 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1006664 ,  3267 ,    1 , 293.1435 , -16.3737 , -22.95 ,   8.23 , 10.4938 , 1102 , 17.23 , 11.38 , 0.00000 ,      416.9 ,       84.5 , 0.00e+00 , 1.21e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.229 ,   0.280 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1009130 ,  7679 ,    1 , 289.1745 , -19.5564 , -21.42 ,   9.38 ,  9.8816 ,  971 , 14.46 , 11.38 , 0.00000 ,      416.9 ,       56.1 , 0.00e+00 , 3.52e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.152 ,   0.186 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1008692 ,  6825 ,    1 , 284.6583 , -21.9971 , -21.27 ,  10.41 ,  9.8212 , 1299 , 21.66 , 11.38 , 0.00000 ,      416.9 ,       54.2 , 0.00e+00 , 3.19e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.147 ,   0.180 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1010002 ,  9383 ,    1 , 287.6037 , -19.2631 , -21.09 ,  10.77 ,  9.7479 , 1443 , 23.59 , 11.38 , 0.00000 ,      416.9 ,       52.1 , 0.00e+00 , 2.83e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.141 ,   0.173 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1009681 ,  8763 ,    1 , 287.0508 , -19.6647 , -20.84 ,  10.99 ,  9.6498 , 1375 , 23.29 , 11.38 , 0.00000 ,      416.9 ,       49.5 , 0.00e+00 , 2.43e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.134 ,   0.164 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1013809 , 17715 ,    1 , 292.8710 , -13.4810 , -20.14 ,  11.33 ,  9.3670 , 1242 , 19.63 , 11.38 , 0.00000 ,      416.9 ,       43.2 , 0.00e+00 , 1.61e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.117 ,   0.143 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1008693 ,  6825 ,    1 , 285.1472 , -22.2140 , -20.30 ,  11.39 ,  9.4302 , 1322 , 21.77 , 11.38 , 0.00000 ,      416.9 ,       44.5 , 0.00e+00 , 1.76e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.120 ,   0.148 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
  1009682 ,  8763 ,    1 , 287.1283 , -19.4990 , -20.12 ,  11.71 ,  9.3619 , 1428 , 23.27 , 11.38 , 0.00000 ,      416.9 ,       43.1 , 0.00e+00 , 1.60e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.117 ,   0.143 , 0.00e+00 , 6.80e+16 ,          18 , 1002784
