       ID,grpID, flag ,       ra ,      dec ,   MagK ,     Ks ,    logK ,  Vls ,  dist , mDist , R_theta , sigmaP_dyn , sigmaP_lum ,Mv_dyn,Mv_lum,Rg_angular,Rg_dyn,R2t_dyn,R2t_lum,r2t_lum,tX_dyn,tX_lum,No_Galaxies,nest
901001421 ,    -1 ,    2 ,  59.1301 , -36.0580 , -27.82 ,   2.71 , 12.4384 ,  877 , 12.71 , 12.71 , 0.11683 ,      310.5 ,      467.1 , 8.26e+13 , 2.04e+14 ,      1.485 ,  0.938 ,   1.146 ,   1.265 ,   1.550 , 9.27e+16 , 6.80e+16 ,          61 , 1001421
  1001421 ,    25 ,    1 ,  59.4018 , -35.1729 , -26.89 ,   3.57 , 12.0691 ,  924 , 12.38 , 12.71 , 0.00000 ,      310.5 ,      337.2 , 0.00e+00 , 7.67e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.913 ,   1.119 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001422 ,    25 ,    1 ,  56.6105 , -39.1530 , -25.65 ,   4.97 , 11.5727 ,  527 , 13.34 , 12.71 , 0.00000 ,      310.5 ,      217.6 , 0.00e+00 , 2.06e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.589 ,   0.722 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001423 ,    25 ,    1 ,  60.1580 , -35.7785 , -25.43 ,   5.16 , 11.4848 ,  786 , 13.13 , 12.71 , 0.00000 ,      310.5 ,      201.3 , 0.00e+00 , 1.63e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.545 ,   0.668 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1013438 , 16755 ,    1 ,  54.1609 , -33.6251 , -21.11 ,   6.32 ,  9.7559 ,  443 ,  3.07 , 12.71 , 0.00000 ,      310.5 ,       52.3 , 0.00e+00 , 2.87e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.142 ,   0.174 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001426 ,    25 ,    1 ,  59.3573 , -34.9551 , -24.06 ,   6.40 , 10.9363 , 1129 , 12.35 , 12.71 , 0.00000 ,      310.5 ,      124.1 , 0.00e+00 , 3.82e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.336 ,   0.412 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001427 ,    25 ,    1 ,  59.2846 , -34.5948 , -23.96 ,   6.49 , 10.8975 ,  671 , 12.32 , 12.71 , 0.00000 ,      310.5 ,      119.9 , 0.00e+00 , 3.45e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.325 ,   0.398 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001425 ,    25 ,    1 ,  59.4879 , -35.8171 , -23.88 ,   6.50 , 10.8647 ,  946 , 11.90 , 12.71 , 0.00000 ,      310.5 ,      116.5 , 0.00e+00 , 3.16e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.315 ,   0.386 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001424 ,    25 ,    1 ,  61.2656 , -34.8174 , -23.67 ,   6.79 , 10.7815 , 1244 , 12.37 , 12.71 , 0.00000 ,      310.5 ,      108.2 , 0.00e+00 , 2.53e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.293 ,   0.359 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001428 ,    25 ,    1 ,  63.4351 , -35.4091 , -23.52 ,   6.98 , 10.7190 , 1247 , 12.60 , 12.71 , 0.00000 ,      310.5 ,      102.4 , 0.00e+00 , 2.15e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.277 ,   0.340 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001433 ,    25 ,    1 ,  57.8646 , -33.2604 , -23.26 ,   7.17 , 10.6157 , 1315 , 12.16 , 12.71 , 0.00000 ,      310.5 ,       93.5 , 0.00e+00 , 1.64e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.253 ,   0.310 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001429 ,    25 ,    1 ,  62.6462 , -36.0181 , -23.16 ,   7.32 , 10.5743 ,  939 , 12.48 , 12.71 , 0.00000 ,      310.5 ,       90.3 , 0.00e+00 , 1.47e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.244 ,   0.299 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001442 ,    25 ,    1 ,  59.1588 , -34.6122 , -22.88 ,   7.57 , 10.4643 ,  784 , 12.33 , 12.71 , 0.00000 ,      310.5 ,       82.5 , 0.00e+00 , 1.12e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.224 ,   0.274 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001435 ,    25 ,    1 ,  60.8520 , -38.2103 , -22.91 ,   7.58 , 10.4750 ,  959 , 12.52 , 12.71 , 0.00000 ,      310.5 ,       83.2 , 0.00e+00 , 1.15e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.225 ,   0.276 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001430 ,    25 ,    1 ,  61.3556 , -32.8019 , -22.84 ,   7.60 , 10.4492 ,  741 , 12.24 , 12.71 , 0.00000 ,      310.5 ,       81.6 , 0.00e+00 , 1.09e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.221 ,   0.271 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001431 ,    25 ,    1 ,  59.0615 , -37.4053 , -22.91 ,   7.67 , 10.4769 ,  542 , 13.08 , 12.71 , 0.00000 ,      310.5 ,       83.4 , 0.00e+00 , 1.16e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.226 ,   0.277 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001438 ,    25 ,    1 ,  61.4999 , -33.4640 , -22.74 ,   7.68 , 10.4076 , 1266 , 12.13 , 12.71 , 0.00000 ,      310.5 ,       79.0 , 0.00e+00 , 9.86e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.214 ,   0.262 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001440 ,    25 ,    1 ,  59.5926 , -34.4154 , -22.62 ,   7.81 , 10.3587 ,  556 , 12.17 , 12.71 , 0.00000 ,      310.5 ,       76.2 , 0.00e+00 , 8.84e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.206 ,   0.253 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001432 ,    25 ,    1 ,  53.9630 , -40.2508 , -22.69 ,   7.99 , 10.3894 ,  849 , 13.69 , 12.71 , 0.00000 ,      310.5 ,       77.9 , 0.00e+00 , 9.47e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.211 ,   0.259 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001434 ,    25 ,    1 ,  56.7132 , -37.4407 , -22.44 ,   7.99 , 10.2874 ,  707 , 12.20 , 12.71 , 0.00000 ,      310.5 ,       72.4 , 0.00e+00 , 7.58e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.196 ,   0.240 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001436 ,    25 ,    1 ,  58.1853 , -39.0897 , -22.46 ,   8.22 , 10.2964 ,  363 , 13.70 , 12.71 , 0.00000 ,      310.5 ,       72.8 , 0.00e+00 , 7.72e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.197 ,   0.242 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001439 ,    25 ,    1 ,  59.5100 , -37.0511 , -22.05 ,   8.31 , 10.1315 ,  679 , 11.79 , 12.71 , 0.00000 ,      310.5 ,       65.1 , 0.00e+00 , 5.53e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.176 ,   0.216 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001437 ,    25 ,    1 ,  57.2289 , -40.7095 , -22.08 ,   8.32 , 10.1445 ,  719 , 12.03 , 12.71 , 0.00000 ,      310.5 ,       65.7 , 0.00e+00 , 5.67e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.178 ,   0.218 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1008532 ,  6507 ,    1 ,  63.6816 , -36.3593 , -21.94 ,   8.41 , 10.0868 , 1056 , 11.73 , 12.71 , 0.00000 ,      310.5 ,       63.3 , 0.00e+00 , 5.08e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.172 ,   0.210 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001446 ,    25 ,    1 ,  58.7253 , -34.0936 , -21.91 ,   8.59 , 10.0751 ,  464 , 12.58 , 12.71 , 0.00000 ,      310.5 ,       62.9 , 0.00e+00 , 4.97e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.170 ,   0.209 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001453 ,    25 ,    1 ,  58.8481 , -36.0903 , -21.82 ,   8.64 , 10.0393 , 1186 , 12.38 , 12.71 , 0.00000 ,      310.5 ,       61.5 , 0.00e+00 , 4.65e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.167 ,   0.204 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1007960 ,  5479 ,    1 ,  57.9160 , -40.2229 , -22.35 ,   8.68 , 10.2523 ,  794 , 16.09 , 12.71 , 0.00000 ,      310.5 ,       70.6 , 0.00e+00 , 7.04e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.191 ,   0.234 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001448 ,    25 ,    1 ,  55.7694 , -35.3801 , -21.72 ,   8.71 ,  9.9993 ,  886 , 12.17 , 12.71 , 0.00000 ,      310.5 ,       60.0 , 0.00e+00 , 4.33e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.163 ,   0.199 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001455 ,    25 ,    1 ,  57.9170 , -32.1941 , -21.32 ,   9.14 ,  9.8410 ,  975 , 12.39 , 12.71 , 0.00000 ,      310.5 ,       54.8 , 0.00e+00 , 3.29e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.148 ,   0.182 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1010928 , 11249 ,    1 ,  56.7920 , -35.5966 , -20.96 ,   9.15 ,  9.6975 , 1041 , 10.55 , 12.71 , 0.00000 ,      310.5 ,       50.7 , 0.00e+00 , 2.61e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.137 ,   0.168 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001443 ,    25 ,    1 ,  58.8442 , -39.4380 , -21.38 ,   9.17 ,  9.8655 , 1459 , 12.88 , 12.71 , 0.00000 ,      310.5 ,       55.6 , 0.00e+00 , 3.43e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.150 ,   0.184 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001454 ,    25 ,    1 ,  56.6407 , -39.2487 , -21.51 ,   9.20 ,  9.9154 , 1342 , 13.89 , 12.71 , 0.00000 ,      310.5 ,       57.1 , 0.00e+00 , 3.73e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.155 ,   0.190 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001447 ,    25 ,    1 ,  58.2467 , -38.3436 , -21.40 ,   9.27 ,  9.8708 ,  394 , 13.60 , 12.71 , 0.00000 ,      310.5 ,       55.7 , 0.00e+00 , 3.46e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.151 ,   0.185 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001441 ,    25 ,    1 ,  54.9069 , -36.1475 , -21.24 ,   9.27 ,  9.8070 , 1070 , 12.66 , 12.71 , 0.00000 ,      310.5 ,       53.8 , 0.00e+00 , 3.11e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.146 ,   0.178 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001459 ,    25 ,    1 ,  59.0449 , -35.8797 , -20.97 ,   9.33 ,  9.7006 ,  888 , 11.51 , 12.71 , 0.00000 ,      310.5 ,       50.8 , 0.00e+00 , 2.63e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.138 ,   0.169 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001452 ,    25 ,    1 ,  61.9198 , -34.8491 , -21.33 ,   9.35 ,  9.8425 , 1086 , 13.63 , 12.71 , 0.00000 ,      310.5 ,       54.9 , 0.00e+00 , 3.30e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.149 ,   0.182 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001462 ,    25 ,    1 ,  60.6632 , -35.0584 , -21.02 ,   9.45 ,  9.7199 , 1164 , 12.39 , 12.71 , 0.00000 ,      310.5 ,       51.3 , 0.00e+00 , 2.71e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.139 ,   0.170 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001444 ,    25 ,    1 ,  53.5577 , -35.4292 , -20.80 ,   9.60 ,  9.6334 , 1228 , 12.02 , 12.71 , 0.00000 ,      310.5 ,       49.1 , 0.00e+00 , 2.37e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.133 ,   0.163 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001450 ,    25 ,    1 ,  57.0013 , -41.0302 , -20.83 ,   9.60 ,  9.6454 , 1313 , 12.21 , 12.71 , 0.00000 ,      310.5 ,       49.4 , 0.00e+00 , 2.41e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.134 ,   0.164 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1013695 , 17387 ,    1 ,  53.0540 , -35.5593 , -20.93 ,   9.63 ,  9.6833 ,  808 , 12.92 , 12.71 , 0.00000 ,      310.5 ,       50.4 , 0.00e+00 , 2.56e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.136 ,   0.167 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001449 ,    25 ,    1 ,  63.4250 , -36.1507 , -20.85 ,   9.77 ,  9.6517 , 1008 , 13.29 , 12.71 , 0.00000 ,      310.5 ,       49.6 , 0.00e+00 , 2.43e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.134 ,   0.164 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001445 ,    25 ,    1 ,  55.3836 , -36.5423 , -20.60 ,   9.83 ,  9.5529 ,  588 , 12.21 , 12.71 , 0.00000 ,      310.5 ,       47.2 , 0.00e+00 , 2.10e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.128 ,   0.156 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001456 ,    25 ,    1 ,  57.4063 , -31.6759 , -20.64 ,   9.85 ,  9.5696 ,  896 , 12.53 , 12.71 , 0.00000 ,      310.5 ,       47.5 , 0.00e+00 , 2.15e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.129 ,   0.158 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1011078 , 11556 ,    1 ,  56.9422 , -32.7910 , -21.28 ,   9.86 ,  9.8245 , 1005 , 16.92 , 12.71 , 0.00000 ,      310.5 ,       54.3 , 0.00e+00 , 3.20e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.147 ,   0.180 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001468 ,    25 ,    1 ,  60.2484 , -35.0862 , -20.60 ,   9.88 ,  9.5513 , 1572 , 12.47 , 12.71 , 0.00000 ,      310.5 ,       47.1 , 0.00e+00 , 2.09e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.128 ,   0.156 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001465 ,    25 ,    1 ,  60.6499 , -33.9610 , -20.46 ,   9.96 ,  9.4952 ,  393 , 12.14 , 12.71 , 0.00000 ,      310.5 ,       45.9 , 0.00e+00 , 1.93e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.124 ,   0.152 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001469 ,    25 ,    1 ,  58.5341 , -35.1778 , -20.39 ,  10.02 ,  9.4679 ,  859 , 12.07 , 12.71 , 0.00000 ,      310.5 ,       45.3 , 0.00e+00 , 1.85e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.123 ,   0.150 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001460 ,    25 ,    1 ,  58.5681 , -37.1299 , -20.50 ,  10.02 ,  9.5119 , 1118 , 12.73 , 12.71 , 0.00000 ,      310.5 ,       46.2 , 0.00e+00 , 1.97e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.125 ,   0.153 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001463 ,    25 ,    1 ,  61.6118 , -31.1803 , -20.21 ,  10.17 ,  9.3971 ,  934 , 11.91 , 12.71 , 0.00000 ,      310.5 ,       43.8 , 0.00e+00 , 1.68e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.119 ,   0.145 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001458 ,    25 ,    1 ,  58.3176 , -39.3607 , -20.16 ,  10.18 ,  9.3777 ,  638 , 11.72 , 12.71 , 0.00000 ,      310.5 ,       43.4 , 0.00e+00 , 1.63e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.118 ,   0.144 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1015171 , 58743 ,    1 ,  64.7210 , -38.7819 , -20.40 ,  10.18 ,  9.4714 , 1222 , 13.07 , 12.71 , 0.00000 ,      310.5 ,       45.3 , 0.00e+00 , 1.86e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.123 ,   0.150 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001451 ,    25 ,    1 ,  60.3777 , -40.4824 , -20.40 ,  10.34 ,  9.4737 ,  529 , 14.06 , 12.71 , 0.00000 ,      310.5 ,       45.4 , 0.00e+00 , 1.87e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.123 ,   0.151 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001461 ,    25 ,    1 ,  63.6075 , -32.0350 , -20.01 ,  10.39 ,  9.3160 ,  514 , 12.00 , 12.71 , 0.00000 ,      310.5 ,       42.2 , 0.00e+00 , 1.50e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.114 ,   0.140 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001464 ,    25 ,    1 ,  54.6036 , -39.7423 , -20.14 ,  10.42 ,  9.3686 , 1026 , 12.96 , 12.71 , 0.00000 ,      310.5 ,       43.2 , 0.00e+00 , 1.61e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.117 ,   0.143 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001466 ,    25 ,    1 ,  62.1784 , -38.1473 , -20.18 ,  10.49 ,  9.3853 , 1201 , 13.62 , 12.71 , 0.00000 ,      310.5 ,       43.5 , 0.00e+00 , 1.65e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.118 ,   0.144 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001457 ,    25 ,    1 ,  60.1335 , -38.0276 , -20.02 ,  10.51 ,  9.3192 ,  311 , 12.76 , 12.71 , 0.00000 ,      310.5 ,       42.3 , 0.00e+00 , 1.51e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.114 ,   0.140 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1013516 , 16969 ,    1 ,  57.3769 , -39.2374 , -20.30 ,  10.53 ,  9.4335 ,  619 , 14.71 , 12.71 , 0.00000 ,      310.5 ,       44.5 , 0.00e+00 , 1.77e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.121 ,   0.148 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1001467 ,    25 ,    1 ,  54.7691 , -39.7786 , -20.05 ,  10.63 ,  9.3322 ,  481 , 13.68 , 12.71 , 0.00000 ,      310.5 ,       42.5 , 0.00e+00 , 1.54e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.115 ,   0.141 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1014835 , 21910 ,    1 ,  57.2125 , -40.3035 , -20.21 ,  10.64 ,  9.3964 ,  542 , 14.79 , 12.71 , 0.00000 ,      310.5 ,       43.8 , 0.00e+00 , 1.68e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.119 ,   0.145 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1015063 , 24699 ,    1 ,  57.6465 , -41.1494 , -20.19 ,  10.66 ,  9.3864 ,  678 , 14.75 , 12.71 , 0.00000 ,      310.5 ,       43.6 , 0.00e+00 , 1.65e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.118 ,   0.145 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1015003 , 23511 ,    1 ,  62.6469 , -34.9745 , -20.02 ,  10.79 ,  9.3218 , 1059 , 14.55 , 12.71 , 0.00000 ,      310.5 ,       42.3 , 0.00e+00 , 1.52e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.115 ,   0.140 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
  1015145 , 29159 ,    1 ,  52.7956 , -40.5458 , -20.02 ,  10.84 ,  9.3211 ,  812 , 14.89 , 12.71 , 0.00000 ,      310.5 ,       42.3 , 0.00e+00 , 1.51e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.115 ,   0.140 , 0.00e+00 , 6.80e+16 ,          61 , 1001421
901001671 ,    -1 ,    2 ,  33.7631 , -45.4624 , -27.76 ,   3.61 , 12.4178 , 1354 , 18.81 , 18.81 , 0.07061 ,      279.2 ,      458.7 , 7.19e+13 , 1.93e+14 ,      1.328 ,  1.010 ,   1.234 ,   1.243 ,   1.522 , 1.11e+17 , 6.80e+16 ,          54 , 1001671
  1001671 ,    40 ,    1 ,  34.7244 , -45.7075 , -25.93 ,   5.29 , 11.6841 , 1171 , 17.54 , 18.81 , 0.00000 ,      279.2 ,      240.0 , 0.00e+00 , 2.77e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.650 ,   0.796 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001673 ,    40 ,    1 ,  34.2341 , -44.7142 , -25.64 ,   5.57 , 11.5667 , 1473 , 17.44 , 18.81 , 0.00000 ,      279.2 ,      216.4 , 0.00e+00 , 2.03e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.586 ,   0.718 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001293 ,    20 ,    1 ,  30.3555 , -46.1072 , -25.63 ,   6.06 , 11.5626 , 1289 , 21.73 , 18.81 , 0.00000 ,      279.2 ,      215.6 , 0.00e+00 , 2.01e+13 ,      0.000 ,  0.000 ,   0.000 ,   0.584 ,   0.715 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001675 ,    40 ,    1 ,  35.7752 , -44.9856 , -24.92 ,   6.27 , 11.2807 , 1229 , 17.30 , 18.81 , 0.00000 ,      279.2 ,      168.1 , 0.00e+00 , 9.50e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.455 ,   0.558 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001672 ,    40 ,    1 ,  36.4279 , -44.9036 , -24.77 ,   6.28 , 11.2218 , 1536 , 16.22 , 18.81 , 0.00000 ,      279.2 ,      159.6 , 0.00e+00 , 8.13e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.432 ,   0.530 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001674 ,    40 ,    1 ,  33.2210 , -44.1333 , -24.87 ,   6.35 , 11.2605 , 1045 , 17.52 , 18.81 , 0.00000 ,      279.2 ,      165.2 , 0.00e+00 , 9.01e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.447 ,   0.548 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001679 ,    40 ,    1 ,  33.9396 , -45.0431 , -24.56 ,   6.65 , 11.1344 , 1938 , 17.46 , 18.81 , 0.00000 ,      279.2 ,      147.8 , 0.00e+00 , 6.45e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.400 ,   0.490 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001676 ,    40 ,    1 ,  37.7374 , -44.0148 , -24.22 ,   6.80 , 10.9987 , 1712 , 15.99 , 18.81 , 0.00000 ,      279.2 ,      131.1 , 0.00e+00 , 4.50e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.355 ,   0.435 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001678 ,    40 ,    1 ,  33.9151 , -48.2442 , -23.81 ,   7.38 , 10.8367 ,  753 , 17.30 , 18.81 , 0.00000 ,      279.2 ,      113.6 , 0.00e+00 , 2.93e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.308 ,   0.377 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001680 ,    40 ,    1 ,  36.4267 , -44.1329 , -23.48 ,   7.63 , 10.7026 , 1505 , 16.61 , 18.81 , 0.00000 ,      279.2 ,      100.9 , 0.00e+00 , 2.06e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.273 ,   0.335 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1006524 ,  3042 ,    1 ,  28.0126 , -45.9639 , -23.85 ,   7.66 , 10.8518 , 1335 , 20.02 , 18.81 , 0.00000 ,      279.2 ,      115.1 , 0.00e+00 , 3.05e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.312 ,   0.382 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001682 ,    40 ,    1 ,  35.4631 , -44.1402 , -23.40 ,   7.81 , 10.6734 , 1325 , 17.52 , 18.81 , 0.00000 ,      279.2 ,       98.4 , 0.00e+00 , 1.90e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.266 ,   0.326 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001681 ,    40 ,    1 ,  36.4281 , -46.2249 , -23.33 ,   7.85 , 10.6442 , 1376 , 17.26 , 18.81 , 0.00000 ,      279.2 ,       95.9 , 0.00e+00 , 1.76e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.260 ,   0.318 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1007191 ,  4094 ,    1 ,  29.8668 , -47.8857 , -23.10 ,   8.20 , 10.5518 , 1484 , 18.23 , 18.81 , 0.00000 ,      279.2 ,       88.6 , 0.00e+00 , 1.39e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.240 ,   0.294 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001683 ,    40 ,    1 ,  35.0657 , -44.2723 , -22.94 ,   8.24 , 10.4888 , 1096 , 17.20 , 18.81 , 0.00000 ,      279.2 ,       84.2 , 0.00e+00 , 1.19e+12 ,      0.000 ,  0.000 ,   0.000 ,   0.228 ,   0.279 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1008337 ,  6137 ,    1 ,  33.6585 , -46.1430 , -22.51 ,   8.82 , 10.3161 , 1348 , 18.42 , 18.81 , 0.00000 ,      279.2 ,       73.9 , 0.00e+00 , 8.06e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.200 ,   0.245 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001686 ,    40 ,    1 ,  33.5293 , -45.9820 , -22.01 ,   9.22 , 10.1145 ,  957 , 17.61 , 18.81 , 0.00000 ,      279.2 ,       64.4 , 0.00e+00 , 5.35e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.175 ,   0.214 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
  1001312 ,    20 ,    1 ,  31.8810 , -47.8981 , -22.44 ,   9.24 , 10.2894 , 1085 , 21.72 , 18.81 , 0.00000 ,      279.2 ,       72.5 , 0.00e+00 , 7.61e+11 ,      0.000 ,  0.000 ,   0.000 ,   0.196 ,   0.240 , 0.00e+00 , 6.80e+16 ,          54 , 1001671
